id,name,difficulty,movement_pattern,target_muscles
677,dumbbell decline shrug - rigid variation,3,isolation_upper,traps
678,dumbbell lying pullover on exercise ball,3,push_horizontal,pectorals
679,gironda sternum chin,2,pull_vertical,lats
680,barbell deadlift,4,hinge,glutes
681,squat jerk,3,squat,quads
682,dead bug,2,core,abs
684,cable overhead curl on exercise ball,2,isolation_upper,biceps
685,box jump down with one leg stabilization,2,plyometric,calves
686,dumbbell side bend,3,core,abs
687,dumbbell upright row (back pov),3,pull_horizontal,delts
688,barbell seated calf raise,2,isolation_lower,calves
689,half sit-up (male),2,core,abs
690,fierce style forward lunge (male),2,lunge,glutes
691,side-to-side chin,2,pull_vertical,lats
692,roller back stretch,1,full_body,spine
694,dumbbell over bench one arm neutral wrist curl,2,isolation_upper,biceps
696,cable judo flip with static,3,core,abs
697,barbell full squat (side pov),3,squat,glutes
698,dumbbell alternate side press,3,push_vertical,delts
699,barbell lying triceps extension,2,isolation_upper,triceps
700,walking lunge,2,lunge,glutes
701,weighted one hand pull up fast,4,pull_vertical,lats
702,assisted triceps dip (kneeling),3,full_body,triceps
704,contracted kettlebell extended range one arm press on floor,3,push_horizontal,pectorals
705,exercise ball on the wall calf raise (tennis ball between knees),2,isolation_lower,calves
706,dumbbell alternating seated bicep curl on exercise ball,2,isolation_upper,biceps
707,cable upper chest crossovers,3,push_horizontal,pectorals
708,walking on stepmill,3,full_body,cardiovascular system
709,walking high knees lunge,2,lunge,cardiovascular system
710,spine stretch,1,full_body,spine
711,rough cable decline fly,2,isolation_upper,pectorals
713,inverted row with straps,2,pull_horizontal,upper back
714,dumbbell incline one arm hammer press on exercise ball,3,full_body,triceps
715,side lying floor stretch,1,pull_vertical,lats
716,medicine ball chest push single response,3,push_horizontal,pectorals
717,standing archer,2,pull_horizontal,upper back
718,smith squat,3,squat,glutes
719,dumbbell incline t-raise,2,push_vertical,delts
720,smith narrow row,3,pull_horizontal,upper back
722,dumbbell seated bench extension,2,isolation_upper,triceps
723,dumbbell preacher curl,2,isolation_upper,biceps
724,smith standing military press,3,push_vertical,delts
725,dumbbell one arm seated hammer curl,2,isolation_upper,biceps
726,band two legs calf raise - (band under both legs) v. 2,2,isolation_lower,calves
727,wide hand push up,2,push_horizontal,pectorals
728,outside leg kick push-up,2,hinge,glutes
729,cable standing twist row (v-bar),3,pull_horizontal,upper back
731,trap bar deadlift,4,hinge,glutes
732,barbell stiff leg good morning,4,hinge,glutes
733,barbell one arm bent over row,3,pull_horizontal,upper back
734,barbell wide bench press,3,push_horizontal,pectorals
735,weighted muscle up,5,pull_vertical,lats
736,ez barbell seated curls,2,isolation_upper,biceps
737,side hip (on parallel bars),2,core,abs
738,scapula push-up,2,push_horizontal,serratus anterior
741,dumbbell one arm prone curl,2,isolation_upper,biceps
742,stability style band kneeling one arm pulldown,3,pull_vertical,lats
743,dumbbell incline shrug,3,isolation_upper,traps
744,dumbbell seated bent arm lateral raise,2,isolation_upper,delts
745,weighted squat,3,squat,glutes
746,weighted triceps dip on high parallel bars,3,full_body,triceps
747,dumbbell lying one arm press v. 2,3,push_horizontal,pectorals
803,pull-up,4,pull_vertical,lats
749,reclining big toe pose with rope,3,hinge,hamstrings
750,band underhand pulldown,3,pull_vertical,lats
751,lunge with twist,2,lunge,abs
753,band jack knife sit-up,2,core,abs
754,barbell high bar squat core,3,squat,glutes
755,cable decline seated wide-grip row,3,pull_horizontal,upper back
756,barbell sumo deadlift,4,hinge,glutes
758,push-up to side plank,2,core,abs
759,band bench press,3,push_horizontal,pectorals
760,cable alternate shoulder press,3,push_vertical,delts
761,dumbbell over bench one arm wrist curl,2,isolation_upper,forearms
762,assisted pull-up,4,pull_vertical,lats
763,lever reverse grip preacher curl,2,isolation_upper,biceps
764,kettlebell bent press,3,core,abs
765,crunch (hands overhead),2,core,abs
767,exercise ball one leg prone lower body rotation fierce,3,hinge,glutes
768,band vertical pallof press - seated variation,3,core,abs
769,band one arm standing low row,3,pull_horizontal,upper back
770,wheel run,2,full_body,cardiovascular system
771,band concentration curl,2,isolation_upper,biceps
772,forward lunge (male),2,lunge,glutes
773,dumbbell seated triceps extension,2,isolation_upper,triceps
774,dumbbell waiter biceps curl,2,isolation_upper,biceps
776,exercise ball dip,3,full_body,triceps
778,lever reverse hyperextension,2,hinge,glutes
779,barbell seated overhead press,4,push_vertical,delts
780,kettlebell plyo push-up,2,plyometric,pectorals
781,standing wheel rollerout,3,core,abs
782,barbell seated calf raise,2,isolation_lower,calves
1327,push-up medicine ball,2,push_horizontal,pectorals
786,kettlebell pirate supper legs,3,push_vertical,delts
787,cable kneeling triceps extension,2,isolation_upper,triceps
788,dumbbell lying one arm rear lateral raise,2,isolation_upper,delts
789,precision style lever bent-over row with v-bar,3,pull_horizontal,upper back
790,dumbbell zottman curl,2,isolation_upper,biceps
791,barbell step-up,2,lunge,glutes
792,dumbbell seated inner biceps curl,2,isolation_upper,biceps
804,exercise ball prone leg raise,2,core,spine
794,barbell standing wide military press,3,push_vertical,delts
795,ez barbell incline triceps extension,2,isolation_upper,triceps
796,band standing crunch,2,core,abs
797,flexion leg sit up (straight arm),2,core,abs
798,push-up close-grip off dumbbell,2,push_horizontal,triceps
799,dumbbell lying extension (across face),2,isolation_upper,triceps
800,kettlebell figure 8,3,core,abs
801,band seated twist pure,3,core,abs
802,dumbbell standing front raise above head,2,isolation_upper,delts
807,push-up (wall),2,push_horizontal,pectorals
808,cable lat pulldown full range of motion,3,pull_vertical,lats
809,firm style hanging oblique knee raise,2,core,abs
810,smith front squat (clean grip),4,squat,glutes
811,sharp style dumbbell sumo pull through,3,hinge,glutes
812,band straight back stiff leg deadlift,4,hinge,glutes
822,weighted donkey calf raise,2,isolation_lower,calves
814,dumbbell pullover hip extension on exercise ball,2,isolation_upper,pectorals
815,dumbbell one arm prone hammer curl,2,isolation_upper,biceps
816,jump squat,2,plyometric,glutes
817,cable lying fly,2,isolation_upper,pectorals
818,elbow dips,2,full_body,triceps
819,dumbbell incline one arm hammer press,3,full_body,triceps
820,dumbbell incline one arm fly on exercise ball,2,isolation_upper,pectorals
821,assisted standing chin-up with focused,4,pull_vertical,lats
824,barbell rear delt raise,2,pull_horizontal,delts
825,single leg platform slide,2,hinge,hamstrings
826,chest dip on straight bar,2,push_horizontal,pectorals
828,cable wrist curl,2,isolation_upper,forearms
829,smith reverse calf raises,2,isolation_lower,calves
830,barbell zercher squat,3,squat,glutes
831,barbell reverse wrist curl,2,isolation_upper,forearms
834,barbell standing reverse grip curl,2,isolation_upper,biceps
835,lean planche,5,core,abs
836,dumbbell seated revers grip concentration curl,2,isolation_upper,biceps
837,all fours squad stretch - elevated variation,1,squat,quads
838,calf stretch with hands against wall,1,full_body,calves
839,dumbbell lying supination,3,full_body,forearms
840,weighted standing curl,2,isolation_upper,biceps
842,kettlebell double snatch,5,full_body,delts
845,stretched full planche push-up,5,push_horizontal,pectorals
846,jackknife sit-up,2,core,abs
847,weighted muscle up (on bar),5,pull_vertical,lats
848,crunch (on stability ball),2,core,abs
849,quads complex,2,squat,quads
850,bench pull-ups,4,pull_vertical,lats
851,prisoner half sit-up (male),2,core,abs
1023,calf push stretch with hands against wall,1,full_body,calves
853,cable one arm press on exercise ball,3,push_horizontal,pectorals
854,lever gripper hands,3,full_body,forearms
855,dumbbell bench squat,3,squat,glutes
856,dumbbell lying triceps extension,2,isolation_upper,triceps
857,lying leg-hip raise - contracted variation,2,core,abs
858,straight leg outer hip abductor,2,core,abductors
859,controlled wrist rollerer,3,full_body,forearms
860,jack burpee,2,plyometric,cardiovascular system
861,kettlebell arnold press - beginner variation,3,push_vertical,delts
863,lever rotary calf,3,full_body,calves
864,inverse leg curl (bench support),2,hinge,hamstrings
865,skin the cat,2,pull_horizontal,upper back
866,cable front shoulder raise,2,push_vertical,delts
867,dumbbell finger curls,2,isolation_upper,forearms
868,dumbbell rear delt raise,2,pull_horizontal,delts
869,weighted bench dip,3,full_body,triceps
870,single arm push-up,2,push_horizontal,pectorals
881,dumbbell lying pronation,3,full_body,forearms
872,dumbbell single arm overhead carry,3,full_body,delts
873,quick feet v. 2,2,squat,quads
874,groin crunch,2,core,abs
875,dumbbell prone incline curl,2,isolation_upper,biceps
876,inverted row on bench,2,pull_horizontal,upper back
877,lever leg extension,2,isolation_lower,quads
878,smith decline reverse-grip press,3,push_horizontal,pectorals
879,lever seated reverse fly,2,isolation_upper,delts
880,tough cable one arm lateral raise,2,isolation_upper,delts
883,smith back shrug,3,isolation_upper,traps
884,lever assisted chin-up with twisted,4,pull_vertical,lats
885,dumbbell one arm lateral raise,2,isolation_upper,delts
886,side cable high row (kneeling),3,pull_horizontal,upper back
887,wheel rollerout,3,core,abs
888,arms overhead full sit-up (male),2,core,abs
889,dumbbell one arm triceps extension (on bench),2,isolation_upper,triceps
890,dumbbell biceps curl,2,isolation_upper,biceps
892,reverse crunch,2,core,abs
893,barbell standing wide-grip curl,2,isolation_upper,biceps
894,ez bar lying bent arms pullover,3,pull_vertical,lats
895,floor fly (with barbell),2,isolation_upper,pectorals
896,dumbbell biceps curl reverse,2,isolation_upper,biceps
897,cable lateral pulldown (with rope attachment) core,3,pull_vertical,lats
898,dumbbell lying alternate extension,2,isolation_upper,triceps
899,smith rear delt row,3,pull_horizontal,delts
902,twisted side-to-side chin,2,pull_vertical,lats
903,cable seated chest press,3,push_horizontal,pectorals
904,dumbbell biceps curl squat,2,squat,biceps
905,dumbbell shrug,3,isolation_upper,traps
906,pelvic tilt,2,core,abs
907,dumbbell decline one arm fly,2,isolation_upper,pectorals
908,dumbbell alternate preacher curl,2,isolation_upper,biceps
909,dumbbell biceps curl (with arm blaster),2,isolation_upper,biceps
911,lever kneeling leg curl,2,hinge,hamstrings
912,smith full squat,3,squat,glutes
913,single leg squat (pistol) male,2,squat,glutes
914,dumbbell incline bench press,3,push_horizontal,pectorals
915,barbell sitted alternate leg raise (female) with intermediate,2,core,abs
916,resistance band seated straight back row,3,pull_horizontal,upper back
917,hanging pike,2,core,abs
918,light lever standing chest press,3,push_horizontal,pectorals
921,dumbbell incline raise,2,push_vertical,delts
922,reverse dip,2,full_body,triceps
924,lever incline chest press v. 2,3,push_horizontal,pectorals
925,exercise ball back extension with hands behind head,2,hinge,spine
926,olympic barbell hammer curl,2,isolation_upper,biceps
927,wide-grip chest dip on high parallel bars,2,push_horizontal,pectorals
1062,weighted hanging leg-hip raise,2,core,abs
929,bodyweight standing one arm row (with towel),2,pull_horizontal,upper back
930,dumbbell one arm bench fly,2,isolation_upper,pectorals
931,traditional barbell romanian deadlift,4,hinge,glutes
932,intensified style kettlebell extended range one arm press on floor,3,push_horizontal,pectorals
933,smith machine incline tricep extension,2,isolation_upper,triceps
934,dumbbell reverse preacher curl,2,isolation_upper,biceps
935,dumbbell press on exercise ball,3,push_horizontal,pectorals
936,monster walk,2,hinge,glutes
938,lever hammer grip preacher curl,2,isolation_upper,biceps
939,band side triceps extension,2,isolation_upper,triceps
940,dumbbell standing one arm palm in press,3,push_vertical,delts
941,dumbbell seated biceps curl to shoulder press,2,isolation_upper,biceps
942,medicine ball overhead slam,3,pull_horizontal,upper back
943,lever seated hip adduction,3,isolation_lower,adductors
944,lever one arm lateral high row,3,pull_horizontal,upper back
945,dynamic style barbell lying back of the head tricep extension,2,isolation_upper,triceps
946,run,2,full_body,cardiovascular system
948,cable palm rotational row,3,pull_horizontal,upper back
949,dynamic style band side triceps extension,2,isolation_upper,triceps
950,intense barbell straight leg deadlift,4,hinge,hamstrings
951,roller hip stretch,1,hinge,glutes
953,dumbbell straight leg deadlift,4,hinge,glutes
954,lever hip extension v. 2,2,hinge,glutes
955,cable cross-over lateral pulldown,3,pull_vertical,lats
957,barbell squat (on knees),3,squat,quads
958,reverse hyper on flat bench,2,hinge,glutes
959,lever unilateral row,3,pull_horizontal,upper back
960,kettlebell one arm push press,3,push_vertical,delts
961,dumbbell decline triceps extension,2,isolation_upper,triceps
962,cable lying bicep curl,2,isolation_upper,biceps
963,smith shrug,3,isolation_upper,traps
964,dumbbell incline triceps extension,2,isolation_upper,triceps
968,wide grip rear pull-up,4,pull_vertical,lats
969,leg pull in flat bench,2,core,abs
970,tire flip,3,hinge,glutes
971,sled 45в° leg wide press - blunt variation,3,hinge,glutes
972,cable one arm incline fly on exercise ball,2,isolation_upper,pectorals
973,two toe touch (male),2,core,spine
974,cable preacher curl,2,isolation_upper,biceps
1022,barbell lateral lunge,3,lunge,glutes
976,cable standing cross-over high reverse fly,2,isolation_upper,delts
977,iron cross stretch - deep variation,5,hinge,glutes
978,push up on bosu ball with improved,2,push_horizontal,pectorals
979,spell caster,3,core,abs
980,spider crawl push up,2,hinge,glutes
981,hyght dumbbell fly,2,isolation_upper,pectorals
982,assisted chest dip (kneeling),3,push_horizontal,pectorals
983,hands bike,3,push_horizontal,pectorals
984,dumbbell incline y-raise,2,pull_horizontal,upper back
986,pulse style walk elliptical cross trainer,3,full_body,cardiovascular system
987,dumbbell one arm incline chest press,3,push_horizontal,pectorals
988,controlled band straight back stiff leg deadlift,4,hinge,glutes
989,dumbbell standing triceps extension,2,isolation_upper,triceps
990,band shoulder press,3,push_vertical,delts
991,exercise ball back extension with arms extended,2,hinge,spine
992,walk elliptical cross trainer - expanded variation,3,full_body,cardiovascular system
993,dumbbell incline hammer press,3,push_horizontal,pectorals
995,dumbbell one leg fly on exercise ball,2,isolation_upper,pectorals
996,hanging straight leg hip raise,2,core,abs
997,resistance band hip thrusts on knees (female),3,hinge,glutes
998,front lever,5,core,abs
999,rough band push sit-up,2,core,abs
1000,barbell jefferson squat,3,squat,glutes
1001,kipping muscle up,5,pull_vertical,lats
1002,lunge with jump,2,plyometric,glutes
1004,exercise ball seated triceps stretch wide,1,full_body,triceps
1006,assisted wide-grip chest dip (kneeling),3,push_horizontal,pectorals
1007,dumbbell neutral grip bench press,3,push_horizontal,triceps
1008,flag,2,core,abs
1009,lever seated leg raise crunch,2,core,abs
1010,cable supine reverse fly,2,isolation_upper,delts
1011,cable upper row,3,pull_horizontal,upper back
1012,cable standing fly,2,isolation_upper,pectorals
1014,push to run,2,full_body,cardiovascular system
1015,cable pushdown (straight arm) v. 2,2,isolation_upper,lats
1017,medicine ball catch and overhead throw,3,pull_vertical,lats
1018,push-up plus,2,push_horizontal,pectorals
1019,cable seated high row (v-bar),3,pull_vertical,lats
1020,medicine ball chest push with run release,3,push_horizontal,pectorals
1021,arm slingers hanging straight legs,2,core,abs
1025,iron cross stretch,5,hinge,glutes
1026,cable side crunch,2,core,abs
1027,cable lying extension pullover (with rope attachment),2,isolation_upper,lats
1028,drop push up,2,push_horizontal,pectorals
1030,hanging straight twisting leg hip raise,2,core,abs
1031,lever bicep curl,2,isolation_upper,biceps
1032,dumbbell seated alternate shoulder,3,push_vertical,delts
1033,dumbbell one arm wrist curl,2,isolation_upper,forearms
1035,dumbbell high curl,2,isolation_upper,biceps
1036,cable side bend crunch (bosu ball),2,core,abs
1037,alternate heel touchers,2,core,abs
1038,all fours squad stretch,1,squat,quads
1039,push-up (wall) with static,2,push_horizontal,pectorals
1040,squat to overhead reach,2,squat,quads
1041,butt-ups,2,core,abs
1042,sled 45в° calf press,3,full_body,calves
1139,weighted crunch,2,core,abs
1045,cable pulldown (pro lat bar),3,pull_vertical,lats
1046,shoulder tap push-up,2,push_horizontal,pectorals
1047,dumbbell cuban press,3,push_vertical,delts
1048,micro style barbell speed squat,3,squat,glutes
1049,seated lower back stretch,1,pull_vertical,lats
1050,cable standing lift,3,core,abs
1051,barbell glute bridge two legs on bench (male),3,hinge,glutes
1052,barbell clean-grip front squat,4,squat,glutes
1054,dumbbell step-up split squat,2,lunge,quads
1055,barbell glute bridge,3,hinge,glutes
1056,forward lunge (male) with bench,2,lunge,glutes
1057,decline sit-up,2,core,abs
1058,back extension on exercise ball,2,hinge,spine
1059,dumbbell seated alternate hammer curl on exercise ball,2,isolation_upper,biceps
1060,dumbbell incline one arm press on exercise ball with extended,3,push_horizontal,pectorals
1061,dumbbell lying wide curl,2,isolation_upper,biceps
1064,behind head chest stretch,1,push_horizontal,pectorals
1065,standing calves calf stretch,1,full_body,calves
1066,cable one arm incline press with rigid,3,push_horizontal,pectorals
1067,wind sprints,2,core,abs
1068,farmers walk,3,squat,quads
1069,suspended split squat,2,lunge,quads
1070,wide grip pull-up,4,pull_vertical,lats
1071,intermediate style dumbbell preacher curl over exercise ball,2,isolation_upper,biceps
1072,cable one arm tricep pushdown,2,isolation_upper,triceps
1074,dumbbell seated alternate press,3,push_vertical,delts
1076,rough cable standing one arm triceps extension,2,isolation_upper,triceps
1077,oblique crunches floor,2,core,abs
1078,dumbbell single leg split squat,3,lunge,quads
1079,barbell full squat,3,squat,glutes
1080,seated piriformis stretch,1,hinge,glutes
1081,dumbbell cross body hammer curl,2,isolation_upper,biceps
1386,balance board,2,squat,quads
1083,landmine 180,3,core,abs
1085,barbell pendlay row,3,pull_horizontal,upper back
1086,suspended reverse crunch,2,core,abs
1087,band assisted pull-up,4,pull_vertical,lats
1088,dumbbell seated calf raise,2,isolation_lower,calves
1089,dumbbell one arm fly on exercise ball improved,2,isolation_upper,pectorals
1090,dumbbell supported squat,3,squat,quads
1091,cambered bar lying row,3,pull_horizontal,upper back
1093,dumbbell incline curl v. 2,2,isolation_upper,biceps
1094,cross body crunch,2,core,abs
1095,dumbbell incline one arm press,3,push_horizontal,pectorals
1097,dumbbell one arm decline chest press,3,push_horizontal,pectorals
1098,dumbbell lying supination on floor,3,full_body,forearms
1099,sledge hammer,3,core,abs
1100,kettlebell one arm floor press,3,push_horizontal,pectorals
1101,barbell wide-grip upright row,3,pull_horizontal,delts
1103,barbell standing leg calf raise,2,isolation_lower,calves
1104,battling ropes,3,push_vertical,delts
1105,mountain climber,2,full_body,cardiovascular system
1107,walk elliptical cross trainer,3,full_body,cardiovascular system
1108,twin handle parallel grip lat pulldown,3,pull_vertical,lats
1109,side bridge v. 2,2,core,abs
1110,single leg bridge with outstretched leg,1,hinge,glutes
1112,frog planche,5,core,abs
1113,assisted lying gluteus and piriformis stretch,1,hinge,glutes
1114,cable reverse crunch,2,core,abs
1115,handstand push-up,5,push_vertical,triceps
1116,dumbbell romanian deadlift,4,hinge,glutes
1117,dumbbell front raise v. 2,2,isolation_upper,delts
1118,bench dip (knees bent),2,full_body,triceps
1119,dumbbell lunge,3,lunge,glutes
1120,kettlebell extended range one arm press on floor,3,push_horizontal,pectorals
1122,one arm against wall compressed,2,pull_vertical,lats
1123,exercise ball lying side lat stretch,1,pull_vertical,lats
1125,lever back extension,2,hinge,spine
1126,cable pulldown,3,pull_vertical,lats
1127,korean dips,2,push_horizontal,pectorals
1129,barbell squat jump step rear lunge,3,plyometric,quads
1140,resistance band seated shoulder press,3,push_vertical,delts
1131,bodyweight kneeling triceps extension,2,isolation_upper,triceps
1132,band seated twist,3,core,abs
1133,weighted seated twist (on stability ball),3,core,abs
1135,dumbbell plyo squat,3,plyometric,glutes
1136,dumbbell tate press,3,full_body,triceps
1137,barbell wide squat,3,squat,quads
1138,barbell standing front raise over head,2,isolation_upper,delts
1142,barbell rear delt row,3,pull_horizontal,delts
1143,hanging pike weak,2,core,abs
1144,backward jump,2,plyometric,quads
1145,lever triceps extension,2,isolation_upper,triceps
1147,dumbbell decline one arm hammer press,3,full_body,triceps
1148,power clean,5,hinge,hamstrings
1149,barbell palms up wrist curl over a bench,2,isolation_upper,forearms
1151,biceps leg concentration curl,2,isolation_upper,biceps
1152,cable rope seated row,3,pull_horizontal,upper back
1153,roller reverse crunch,2,core,abs
1155,cocoons,2,core,abs
1156,exercise ball lat stretch,1,pull_vertical,lats
1157,"crunch (on stability ball, arms straight)",2,core,abs
1158,barbell lying lifting (on hip),3,hinge,glutes
1159,plyo push up,2,plyometric,pectorals
1161,swimmer kicks v. 2 (male),2,hinge,glutes
1162,cable rear pulldown,3,pull_vertical,lats
1163,dumbbell bench press,4,push_horizontal,pectorals
1164,dumbbell rear lunge,3,lunge,glutes
1165,band reverse fly,2,isolation_upper,delts
1166,band front lateral raise,2,isolation_upper,delts
1167,leg up hamstring stretch,1,hinge,hamstrings
1168,march sit (wall),2,hinge,glutes
1169,exercise ball pike push up,2,push_horizontal,pectorals
1171,dumbbell one arm zottman preacher curl,2,isolation_upper,biceps
1173,barbell lying preacher curl,2,isolation_upper,biceps
1174,rotated dumbbell pronate-grip triceps extension,2,isolation_upper,triceps
1175,negative crunch,2,core,abs
1176,lever kneeling twist,3,core,abs
1177,barbell reverse grip bent over row,3,pull_horizontal,upper back
1178,lever chest press,3,push_horizontal,pectorals
1189,crunch floor,2,core,abs
1180,chin-up,4,pull_vertical,lats
1181,barbell lunge,3,lunge,glutes
1182,mixed grip chin-up,4,pull_vertical,lats
1183,ez barbell decline close grip face press - mini variation,3,full_body,triceps
1184,cable incline fly,2,isolation_upper,pectorals
1185,band standing rear delt row,3,pull_horizontal,delts
1186,jump squat v. 2,2,plyometric,glutes
1187,band front raise,2,isolation_upper,delts
1188,intermediate hip flexor and quad stretch,1,squat,quads
1191,push-up (on stability ball),2,push_horizontal,pectorals
1193,dumbbell seated curl,2,isolation_upper,biceps
1194,bodyweight standing close-grip row,2,pull_horizontal,upper back
1195,sled 45в° leg wide press,3,hinge,glutes
1196,ez-bar biceps curl (with arm blaster),2,isolation_upper,biceps
1197,swing 360,2,full_body,cardiovascular system
1198,cable straight back seated row,3,pull_horizontal,upper back
1199,band shrug,3,isolation_upper,traps
1201,lever one arm lateral wide pulldown,3,pull_vertical,lats
1202,intermediate style kneeling plank tap shoulder (male),2,core,abs
1203,band squat,3,squat,glutes
1204,inchworm v. 2,2,core,abs
1205,dumbbell incline alternate press,3,push_horizontal,pectorals
1206,cable tuck reverse crunch,2,core,abs
1207,band bicycle crunch,2,core,abs
1208,kettlebell double jerk,3,push_vertical,delts
1211,prone dumbbell upright shoulder external rotation,3,push_vertical,delts
1212,bench hip extension,2,hinge,glutes
1213,cable front raise,2,isolation_upper,delts
1214,cable rope lying on floor tricep extension,2,isolation_upper,triceps
1215,intense kettlebell two arm row,3,pull_horizontal,upper back
1216,band twisting overhead press,4,push_vertical,delts
1217,donkey calf raise,2,isolation_lower,calves
1227,kneeling jump squat,3,plyometric,glutes
1219,body-up,2,full_body,triceps
1220,dumbbell incline two arm extension,2,isolation_upper,triceps
1221,barbell upright row,3,pull_horizontal,delts
1222,kettlebell seesaw press,3,push_vertical,delts
1223,cable seated twist,3,core,abs
1224,band close-grip push-up,2,push_horizontal,triceps
1226,cable rope crossover seated row,3,pull_horizontal,upper back
1238,kettlebell arnold press,3,push_vertical,delts
1229,kettlebell swing,3,hinge,glutes
1230,supine style band alternating v-up,3,core,abs
1231,dumbbell reverse bench press,3,push_horizontal,pectorals
1232,dumbbell standing palms in press,3,push_vertical,delts
1233,dumbbell seated neutral wrist curl,2,isolation_upper,biceps
1234,cable standing up straight crossovers,3,push_horizontal,pectorals
1235,barbell one leg squat,3,squat,quads
1236,resistance band leg extension declined,2,isolation_lower,quads
1237,ankle circles,2,full_body,calves
1240,dumbbell standing kickback,2,isolation_upper,triceps
1241,band one arm overhead biceps curl,2,isolation_upper,biceps
1242,cable side bend smooth,3,core,abs
1243,triceps stretch,1,full_body,triceps
1245,rear decline bridge,2,hinge,glutes
1246,l-sit on floor,2,core,abs
1247,pull-in (on stability ball),3,core,abs
1248,dumbbell bicep curl with stork stance,2,isolation_upper,biceps
1250,side wrist pull stretch,1,full_body,forearms
1251,chest and front of shoulder stretch,1,push_horizontal,pectorals
1252,bodyweight standing row (with towel),2,pull_horizontal,upper back
1253,otis up,3,core,abs
1254,flutter kicks,2,core,glutes
1255,arm slingers hanging bent knee legs,2,core,abs
1256,inverted row v. 2,2,pull_horizontal,upper back
1257,cable lying triceps extension v. 2,2,isolation_upper,triceps
1258,lever lying two-one leg curl,2,hinge,hamstrings
1260,dumbbell rear lateral raise (support head),2,isolation_upper,delts
1261,forward jump,2,plyometric,quads
1262,lever alternate leg press,3,squat,quads
1263,dumbbell rear lateral raise,2,isolation_upper,delts
1264,bodyweight standing close-grip one arm row,2,pull_horizontal,upper back
1265,close-grip push-up (on knees),2,push_horizontal,triceps
1266,lever seated fly,2,isolation_upper,pectorals
1267,ez barbell close-grip curl,2,isolation_upper,biceps
1268,half knee bends (male) with blunt,2,full_body,cardiovascular system
1270,lever military press with strength,3,push_vertical,delts
1271,barbell rear lunge,3,lunge,glutes
1272,cable press on exercise ball,3,push_horizontal,pectorals
1273,weighted front plank,2,core,abs
1274,ez barbell reverse grip preacher curl,2,isolation_upper,biceps
1275,dumbbell one arm reverse spider curl,2,isolation_upper,biceps
1276,hanging leg hip raise,2,core,abs
1277,assisted prone hamstring,3,hinge,hamstrings
1278,cable floor seated wide-grip row,3,pull_horizontal,upper back
1280,cable standing back wrist curl,2,isolation_upper,forearms
1281,dumbbell around pullover,3,push_horizontal,pectorals
1282,band lying hip internal rotation,3,hinge,glutes
1283,cable reverse-grip pushdown,2,isolation_upper,triceps
1285,weighted round arm,3,push_vertical,delts
1286,reverse hyper extension (on stability ball),2,hinge,glutes
1287,dumbbell w-press,3,push_vertical,delts
1288,blunt cable standing crunch,2,core,abs
1290,cable rope incline tricep extension - reverse variation,2,isolation_upper,triceps
1291,side plank hip adduction,2,core,adductors
1292,calf push stretch with hands against wall elite,1,full_body,calves
1293,gentle style dumbbell one leg fly on exercise ball,2,isolation_upper,pectorals
1294,inclined style pelvic tilt into bridge,2,hinge,glutes
1295,cable seated one arm alternate row,3,pull_horizontal,upper back
1296,inverted row bent knees,2,pull_horizontal,upper back
1297,ski ergometer,3,full_body,triceps
1300,lever shoulder press v. 2,3,push_vertical,delts
1301,barbell full zercher squat,3,squat,glutes
1302,single smith shoulder press,3,push_vertical,delts
1303,assisted parallel close grip pull-up,4,pull_vertical,lats
1304,barbell standing concentration curl,2,isolation_upper,biceps
1305,macro style close-grip push-up,2,push_horizontal,triceps
1306,lever decline chest press,3,push_horizontal,pectorals
1307,band pull through,3,hinge,glutes
1309,triceps dip (bench leg),2,full_body,triceps
1310,band wrist curl,2,isolation_upper,forearms
1311,cable two arm tricep kickback,2,isolation_upper,triceps
1312,glute-ham raise,2,hinge,hamstrings
1314,assisted lying leg raise with throw down,2,core,abs
1315,dumbbell incline rear lateral raise,2,isolation_upper,delts
1316,dumbbell one arm hammer press on exercise ball,3,full_body,triceps
1319,chest stretch with exercise ball partial,1,push_horizontal,pectorals
1320,lever alternating narrow grip seated row,3,pull_horizontal,upper back
1321,barbell side split squat,3,lunge,quads
1322,smith one arm row linear,3,pull_horizontal,upper back
1323,cable one arm decline chest fly,2,isolation_upper,pectorals
1324,dumbbell kickback,2,isolation_upper,triceps
1325,active style cable pushdown,2,isolation_upper,triceps
1326,wall style dumbbell one arm french press on exercise ball,3,full_body,triceps
1329,lever standing chest press,3,push_horizontal,pectorals
1330,elbow lift - reverse push-up,2,push_horizontal,upper back
1331,side-to-side toe touch (male),2,core,abs
1332,smith close-grip bench press,3,push_horizontal,triceps
1333,bodyweight standing row,2,pull_horizontal,upper back
1334,machine inner chest press,2,push_horizontal,pectorals
1335,barbell standing close grip military press,3,push_vertical,delts
1337,captains chair straight leg raise,2,core,abs
1339,kettlebell two arm row,3,pull_horizontal,upper back
1340,bodyweight drop jump squat,2,plyometric,glutes
1341,hanging straight twisting leg hip raise with compound,2,core,abs
1342,lever seated crunch,2,core,abs
1343,triceps dip (between benches),2,full_body,triceps
1345,lying leg raise flat bench,2,core,abs
1346,smith wide grip decline bench press,4,push_horizontal,pectorals
1347,clap push up,2,push_horizontal,pectorals
1349,kettlebell lunge pass through,3,lunge,glutes
1350,side bridge hip abduction,2,core,abductors
1351,barbell prone incline curl,2,isolation_upper,biceps
